CODGL;Viv;Pob;Viv_par;Pob_viv_part;Viv_col;Pob_viv_col;Pob_sit_calle
823365;3.275;7.936;3.273;7.930;2;6;.
823372;3.534;8.367;3.532;8.349;2;18;.
823379;179;303;179;303;.;.;.
823386;326;1.002;326;1.002;.;.;.
823393;1.057;2.489;1.056;2.448;1;41;.
823400;2.204;5.973;2.203;5.960;1;13;.
823407;1.956;5.174;1.954;5.072;2;102;.
823414;3.819;8.922;3.818;8.903;1;19;.
823421;1.314;4.618;1.313;2.484;1;2.134;.
823435;279;567;279;567;.;.;.
823442;1.557;4.286;1.557;4.286;.;.;.
823449;425;909;424;884;1;25;.
823456;958;1.848;957;1.843;1;5;.
823463;3.203;6.722;3.203;6.722;.;.;.
823470;619;1.175;619;1.175;.;.;.
823477;151;384;151;384;.;.;.
823484;490;1.326;490;1.326;.;.;.
823491;907;2.301;907;2.301;.;.;.
823498;184;352;184;352;.;.;.
823505;110;289;110;289;.;.;.
823512;161;461;161;461;.;.;.
823519;337;1.069;337;1.069;.;.;.
823526;98;256;98;256;.;.;.
823533;191;387;191;387;.;.;.
823540;183;504;183;504;.;.;.
823547;1.458;3.449;1.458;3.449;.;.;.
823554;481;864;481;864;.;.;.
823561;101;246;101;246;.;.;.
823568;55;144;55;144;.;.;.
823575;117;265;117;265;.;.;.
823582;241;543;241;543;.;.;.
823589;68;127;68;127;.;.;.
823596;274;652;274;652;.;.;.
823603;994;2.435;992;2.415;2;20;.
823610;168;426;168;426;.;.;.
823617;239;705;239;705;.;.;.
823624;84;212;84;212;.;.;.
823631;173;515;173;515;.;.;.
823638;67;145;67;145;.;.;.
823652;54;58;54;58;.;.;.
823659;464;1.125;464;1.125;.;.;.
823673;273;635;273;635;.;.;.
823680;1.505;3.939;1.505;3.939;.;.;.
823687;1.789;4.408;1.788;4.406;1;2;.
823694;167;373;167;373;.;.;.
823701;279;466;279;466;.;.;.
823704;254;701;254;701;.;.;.
823708;298;614;298;614;.;.;.
823722;962;2.134;962;2.134;.;.;.
823729;2.471;5.622;2.469;5.611;2;11;.
823736;784;1.658;784;1.658;.;.;.
823743;47;87;47;87;.;.;.
823750;103;179;103;179;.;.;.
823757;1.298;3.103;1.297;3.092;1;11;.
823764;1.358;2.933;1.358;2.933;.;.;.
823771;776;1.835;773;1.780;3;55;.
823778;1.620;3.714;1.614;3.672;6;42;.
823785;439;1.177;437;1.158;2;19;.
823792;434;1.017;433;1.003;1;14;.
823799;294;687;294;687;.;.;.
823806;135;202;135;202;.;.;.
823813;678;1.590;677;1.580;1;10;.
823820;2.325;6.128;2.321;5.975;4;153;.
823827;1.358;2.412;1.357;2.400;1;12;.
823834;72;124;72;124;.;.;.
823841;448;1.099;448;1.099;.;.;.
823862;234;272;234;272;.;.;.
823869;251;501;251;501;.;.;.
823876;229;761;229;761;.;.;.
823883;46;79;46;79;.;.;.
823890;2.613;6.480;2.611;6.451;2;29;.
823897;81;111;81;111;.;.;.
823904;1.005;2.502;1.005;2.502;.;.;.
823911;176;380;176;380;.;.;.
823918;831;2.052;830;2.042;1;10;.
823925;162;336;162;336;.;.;.
823932;305;657;305;657;.;.;.
823939;348;693;348;693;.;.;.
823946;32;81;32;81;.;.;.
823953;418;954;418;954;.;.;.
823960;208;452;208;452;.;.;.
823967;620;1.343;620;1.343;.;.;.
823974;1.077;2.522;1.076;2.505;1;17;.
823981;308;802;308;802;.;.;.
823988;424;990;424;990;.;.;.
823995;1.208;2.751;1.207;2.729;1;22;.
824002;690;1.543;690;1.543;.;.;.
824009;1.469;3.574;1.468;3.566;1;8;.
824016;2.406;6.003;2.402;5.964;4;39;.
824023;1.281;3.113;1.278;3.067;3;46;.
824030;2.370;6.469;2.367;6.437;3;32;.
824037;1.046;2.269;1.045;2.254;1;15;.
824044;2.421;5.649;2.417;5.616;4;33;.
824051;2.383;6.111;2.373;5.961;10;150;.
824058;328;777;328;777;.;.;.
824065;331;755;331;755;.;.;.
824072;630;1.430;628;1.414;2;16;.
824079;177;454;177;454;.;.;.
824086;643;1.517;642;1.502;1;15;.
824093;111;308;111;308;.;.;.
824100;422;952;422;952;.;.;.
824107;514;1.333;514;1.333;.;.;.
824114;1.532;3.597;1.530;3.569;2;28;.
824121;1.547;3.642;1.546;3.622;1;20;.
824128;1.238;3.048;1.237;3.047;1;1;.
824135;65;195;64;186;1;9;.
824142;366;914;366;914;.;.;.
824149;1.416;3.510;1.411;3.493;5;17;.
824156;754;1.919;751;1.912;3;7;.
824163;168;443;168;443;.;.;.
824170;512;1.469;510;1.408;2;61;.
824177;1.102;2.789;1.096;2.719;6;70;.
824184;433;1.227;431;1.206;2;21;.
824188;171;495;171;495;.;.;.
824191;1.819;4.900;1.817;4.566;2;334;.
824198;658;1.860;655;1.848;3;12;.
824205;386;924;386;924;.;.;.
860000;62.177;189.438;62.172;188.679;5;758;1
860007;2.300;5.483;2.298;5.472;2;11;.
860014;2.765;8.323;2.765;8.323;.;.;.
860021;1.935;5.600;1.934;5.591;1;9;.
860028;1.529;5.020;1.529;5.020;.;.;.
860035;3.974;12.625;3.973;12.613;1;12;.
860042;39.702;128.834;39.692;128.601;10;211;22
860049;2.850;8.516;2.849;8.512;1;4;.
860056;101.409;311.487;101.355;310.201;54;1.258;28
860063;5.879;17.418;5.874;17.330;5;88;.
860070;2.388;6.432;2.388;6.432;.;.;.
860077;11.876;33.605;11.869;33.564;7;41;.
860084;9.068;30.026;9.062;29.892;6;134;.
860091;1.713;5.406;1.709;5.336;4;70;.
860098;998;2.956;997;2.952;1;4;.
860105;1.556;4.717;1.555;4.714;1;3;.
860112;2.665;9.308;2.660;9.289;5;19;.
860119;4.494;14.642;4.490;14.629;4;13;.
860126;5.730;19.299;5.719;19.195;11;104;.
860133;1.802;6.524;1.802;6.524;.;.;.
860140;3.197;8.335;3.192;8.236;5;99;.
860147;3.014;8.413;3.014;8.413;.;.;.
860154;2.478;7.996;2.476;7.978;2;18;.
860161;12.682;38.870;12.629;38.753;53;117;.
860168;1.375;3.547;1.374;3.546;1;1;.
860175;2.448;8.188;2.444;8.175;4;13;.
860182;4.552;14.791;4.548;14.772;4;19;.
860189;2.307;7.199;2.306;7.194;1;5;.
860196;1.335;3.302;1.333;3.290;2;12;.
866007;586;1.355;586;1.355;.;.;.
866014;1.379;4.203;1.379;4.203;.;.;.
866021;223;813;223;813;.;.;.
866024;57;133;57;133;.;.;.
866026;39;146;39;146;.;.;.
866028;385;1.176;385;1.176;.;.;.
866035;1.095;3.283;1.094;3.277;1;6;.
866042;1.087;3.146;1.086;3.140;1;6;.
866049;640;1.812;640;1.812;.;.;.
866056;716;2.396;716;2.396;.;.;.
866063;834;2.929;834;2.929;.;.;.
866070;823;2.649;823;2.649;.;.;.
866077;224;596;224;596;.;.;.
866084;342;961;342;961;.;.;.
866091;790;2.122;790;2.122;.;.;.
866098;550;1.568;550;1.568;.;.;.
866105;632;1.876;632;1.876;.;.;.
866112;286;892;286;892;.;.;.
866119;430;1.247;429;1.244;1;3;.
866126;423;1.246;420;1.230;3;16;.
866133;758;2.323;757;2.319;1;4;.
866140;242;885;242;885;.;.;.
866147;838;1.954;838;1.954;.;.;.
866154;1.051;2.974;1.051;2.974;.;.;.
866161;415;1.199;414;1.193;1;6;.
866168;413;1.019;413;1.019;.;.;.
866175;536;1.796;535;1.793;1;3;.
866182;610;2.220;610;2.220;.;.;.
866183;202;808;202;808;.;.;.
866184;98;337;98;337;.;.;.
866185;88;286;88;286;.;.;.
866186;45;132;45;132;.;.;.
866187;189;595;189;595;.;.;.
866189;329;719;329;719;.;.;.
866196;643;2.402;643;2.402;.;.;.
866200;172;532;172;532;.;.;.
866203;956;2.481;953;2.472;3;9;.
866210;781;2.170;781;2.170;.;.;.
866217;334;971;334;971;.;.;.
866224;210;670;210;670;.;.;.
866231;70;199;70;199;.;.;.
866238;145;332;145;332;.;.;.
866245;1.549;4.979;1.547;4.975;2;4;.
866252;442;1.494;442;1.494;.;.;.
866259;316;783;316;783;.;.;.
866266;565;1.442;565;1.442;.;.;.
866273;1.052;3.155;1.051;3.150;1;5;.
866280;558;1.633;558;1.633;.;.;.
866287;970;3.034;969;3.030;1;4;.
866294;540;1.831;540;1.831;.;.;.
866301;646;1.973;646;1.973;.;.;.
866308;52;136;52;136;.;.;.
866315;85;248;85;248;.;.;.
866322;267;961;267;961;.;.;.
866325;52;146;52;146;.;.;.
866329;186;550;186;550;.;.;.
866336;840;1.990;839;1.988;1;2;.
866340;3;10;3;10;.;.;.
866342;96;303;96;303;.;.;.
866343;108;404;108;404;.;.;.
866350;167;543;167;541;.;.;2
866357;9;29;9;29;.;.;.
866364;152;446;152;446;.;.;.
866368;117;360;117;360;.;.;.
866371;268;974;268;972;.;.;2
866378;279;983;279;983;.;.;.
866382;14;48;14;48;.;.;.
866385;76;215;76;215;.;.;.
866388;292;1.007;292;1.007;.;.;.
866390;82;227;82;227;.;.;.
866391;64;233;64;233;.;.;.
866392;223;558;223;558;.;.;.
866394;162;502;162;502;.;.;.
866396;38;102;38;102;.;.;.
866399;2.443;5.270;2.443;5.270;.;.;.
866403;351;630;351;630;.;.;.
866405;35;129;35;129;.;.;.
866406;331;1.030;331;1.030;.;.;.
866413;365;832;365;832;.;.;.
866420;19;50;19;50;.;.;.
866424;312;954;312;954;.;.;.
866427;107;293;106;289;1;4;.
866431;655;2.161;655;2.161;.;.;.
866434;198;707;198;707;.;.;.
866438;44;137;44;137;.;.;.
866441;90;221;90;221;.;.;.
866448;192;565;192;565;.;.;.
866455;530;1.715;530;1.715;.;.;.
866459;129;414;129;414;.;.;.
866462;61;167;61;167;.;.;.
866469;159;489;159;489;.;.;.
866474;145;337;145;337;.;.;.
866476;132;331;132;331;.;.;.
866483;652;2.198;652;2.198;.;.;.
866487;83;155;83;155;.;.;.
866490;275;873;275;873;.;.;.
866497;12;45;12;45;.;.;.
866501;119;488;119;488;.;.;.
866504;49;165;49;165;.;.;.
866505;126;434;126;434;.;.;.
866507;130;525;130;525;.;.;.
866509;177;753;177;753;.;.;.
866511;223;916;222;912;1;4;.
866515;165;553;165;553;.;.;.
866518;217;644;217;644;.;.;.
866525;184;682;184;682;.;.;.
866527;83;371;83;371;.;.;.
866528;179;494;179;494;.;.;.
866529;54;190;54;190;.;.;.
866532;300;823;300;823;.;.;.
866539;266;800;266;800;.;.;.
866546;100;264;100;264;.;.;.
866553;617;1.748;617;1.748;.;.;.
866555;115;419;115;419;.;.;.
866557;41;85;41;85;.;.;.
866560;137;402;137;402;.;.;.
866564;216;579;216;579;.;.;.
866565;132;379;132;379;.;.;.
866574;293;972;293;972;.;.;.
866576;8;18;8;18;.;.;.
866578;57;189;57;189;.;.;.
866579;86;266;86;266;.;.;.
866581;721;1.904;721;1.904;.;.;.
866585;125;425;125;425;.;.;.
866588;452;1.247;452;1.247;.;.;.
866590;454;1.154;454;1.154;.;.;.
866594;178;632;178;632;.;.;.
866595;94;309;94;309;.;.;.
866599;73;188;73;188;.;.;.
866602;41;124;41;124;.;.;.
866604;90;231;90;231;.;.;.
866606;42;129;42;129;.;.;.
866609;157;544;157;544;.;.;.
866613;112;231;112;231;.;.;.
866616;235;784;235;784;.;.;.
866620;110;281;110;281;.;.;.
866623;225;709;225;709;.;.;.
900000;1.212;3.327;1.212;3.327;.;.;.
900007;1.394;4.441;1.393;4.438;1;3;.
900014;205.916;601.888;205.837;598.835;79;2.971;82
900021;18.786;68.399;18.784;68.363;2;36;.
900028;21.937;77.962;21.929;77.678;8;284;.
900035;17.252;58.104;17.250;57.834;2;270;.
900042;11.944;42.702;11.939;42.669;5;33;.
900049;2.058;6.869;2.057;6.868;1;1;.
900056;9.251;28.770;9.250;28.749;1;21;.
900063;2.923;9.751;2.922;9.729;1;22;.
900070;6.031;21.562;6.030;21.557;1;5;.
900077;10.776;37.566;10.772;37.503;4;63;.
900084;9.951;32.081;9.946;31.999;5;82;.
900091;12.457;40.668;12.456;40.634;1;34;.
900098;3.769;13.241;3.768;13.217;1;24;.
900105;4.635;8.830;4.617;8.781;18;49;.
900112;19.652;69.605;19.651;69.583;1;22;.
900119;24.000;85.578;23.999;85.529;1;49;.
900126;3.566;10.909;3.566;10.909;.;.;.
900133;24.502;82.277;24.495;82.125;7;152;.
908007;424;1.174;424;1.174;.;.;.
908014;2.552;9.246;2.551;9.239;1;7;.
908021;815;2.872;815;2.872;.;.;.
908028;701;2.029;701;2.029;.;.;.
908035;1.693;4.606;1.693;4.606;.;.;.
908042;1.391;4.920;1.391;4.920;.;.;.
908049;1.093;3.577;1.093;3.577;.;.;.
908056;1.913;6.723;1.913;6.723;.;.;.
908063;1.349;4.602;1.348;4.595;1;7;.
908070;632;1.286;632;1.286;.;.;.
908077;2.609;9.771;2.609;9.771;.;.;.
908084;2.983;11.212;2.982;11.186;1;26;.
908091;1.481;4.858;1.480;4.843;1;15;.
908098;786;2.451;786;2.451;.;.;.
908105;1.883;6.876;1.882;6.854;1;22;.
908112;1.048;3.223;1.048;3.223;.;.;.
908119;772;2.149;772;2.149;.;.;.
908126;699;2.292;699;2.292;.;.;.
908133;574;2.024;574;2.024;.;.;.
908140;3.342;11.943;3.341;11.942;1;1;.
908147;4.248;14.249;4.248;14.249;.;.;.
908154;3.676;10.668;3.675;10.663;1;5;.
908161;1.785;5.875;1.785;5.875;.;.;.
908168;1.931;6.852;1.931;6.852;.;.;.
908175;2.541;8.233;2.541;8.233;.;.;.
908182;859;2.796;859;2.796;.;.;.
908189;2.006;7.135;2.004;7.110;2;25;.
908196;1.009;3.613;1.007;3.608;2;5;.
908203;2.009;5.323;2.009;5.323;.;.;.
908210;1.294;3.348;1.294;3.348;.;.;.
908217;252;433;252;433;.;.;.
908224;1.032;3.320;1.032;3.320;.;.;.
908231;1.458;5.094;1.458;5.094;.;.;.
908238;211;697;211;697;.;.;.
908245;390;1.245;390;1.245;.;.;.
908252;389;1.367;389;1.367;.;.;.
908259;834;2.205;834;2.205;.;.;.
908266;291;664;291;664;.;.;.
908273;908;2.756;908;2.756;.;.;.
908280;706;2.331;706;2.331;.;.;.
908287;1.385;3.644;1.385;3.644;.;.;.
908294;1.297;4.346;1.297;4.346;.;.;.
908301;240;753;240;753;.;.;.
908308;671;2.041;671;2.041;.;.;.
908315;1.337;3.872;1.337;3.872;.;.;.
908322;557;1.948;557;1.948;.;.;.
908329;2.358;7.642;2.358;7.642;.;.;.
908336;1.244;3.781;1.244;3.781;.;.;.
908343;2.301;7.401;2.300;7.397;1;4;.
908350;1.258;4.030;1.255;3.999;3;31;.
908357;5.987;21.201;5.986;21.192;1;9;.
908364;1.454;4.548;1.453;4.532;1;16;.
908371;4.652;16.123;4.652;16.123;.;.;.
908378;1.562;5.046;1.562;5.046;.;.;.
908385;450;1.358;450;1.358;.;.;.
908392;322;1.065;322;1.065;.;.;.
908399;570;1.788;570;1.788;.;.;.
908406;3.029;9.935;3.029;9.935;.;.;.
908413;329;799;329;799;.;.;.
908420;2.168;7.630;2.168;7.630;.;.;.
908427;2.084;7.534;2.084;7.534;.;.;.
908434;243;736;243;736;.;.;.
908441;321;1.169;321;1.169;.;.;.
908448;357;1.265;357;1.265;.;.;.
908455;2.090;7.145;2.090;7.145;.;.;.
908462;399;1.260;399;1.260;.;.;.
908469;2.022;6.764;2.021;6.763;1;1;.
908476;287;911;287;911;.;.;.
908483;4.399;15.009;4.399;15.009;.;.;.
908490;702;1.883;702;1.883;.;.;.
908497;817;2.890;817;2.890;.;.;.
908504;351;1.187;351;1.187;.;.;.
908511;538;1.484;538;1.484;.;.;.
908518;918;2.877;917;2.874;1;3;.
908525;596;1.698;596;1.698;.;.;.
908532;863;2.243;863;2.243;.;.;.
908539;621;2.115;621;2.115;.;.;.
908546;728;2.192;728;2.192;.;.;.
908553;785;2.620;785;2.620;.;.;.
908560;910;2.543;910;2.543;.;.;.
908567;2.621;4.320;2.619;4.311;2;9;.
908574;1.203;2.252;1.203;2.252;.;.;.
908581;5.836;7.038;5.836;7.038;.;.;.
908588;2.681;4.519;2.681;4.519;.;.;.
908595;115;404;112;375;3;29;.
908602;1.795;2.991;1.794;2.982;1;9;.
908609;689;1.907;689;1.907;.;.;.
908616;2.465;7.982;2.465;7.982;.;.;.
908623;1.357;3.481;1.356;3.458;1;23;.
908630;4.691;6.892;4.685;6.859;6;33;.
908637;795;2.212;795;2.212;.;.;.
908644;6.652;21.527;6.652;21.527;.;.;.
908651;474;1.251;474;1.251;.;.;.
940000;581;1.197;574;1.104;7;93;.
940007;35.894;98.794;35.872;98.475;22;319;.
940014;30.606;79.898;30.567;79.548;39;350;.
940021;2.752;5.843;2.744;5.831;8;12;.
;;;;;;;
Fuente: INDEC, Censo Nacional de Población, Hogares y Viviendas 2022. Resultados definitivos.;;;;;;;
Signos convencionales:;;;;;;;
 Cero absoluto;;;;;;;
;;;;;;;
Este archivo fue reemplazado el 03/06/2026. Se actualizaron valores a partir de correcciones de asignación en las bases definitivas del CNPHV 2022.;;;;;;;
